month_num,商品ID,店舗ID,売上個数,year_ago,商品カテゴリID,year,month,商品価格
12,1200012,13,3.0,2.0,120,2019,1,510
12,1200012,14,0.0,2.0,120,2019,1,510
12,1200012,15,1.0,0.0,120,2019,1,510
12,1200012,16,1.0,1.0,120,2019,1,510
12,1200012,17,2.0,0.0,120,2019,1,510
12,1200013,0,1.0,1.0,120,2019,1,510
12,1200013,1,1.0,0.0,120,2019,1,510
12,1200013,2,0.0,2.0,120,2019,1,510
12,1200013,3,0.0,0.0,120,2019,1,510
12,1200013,4,0.0,0.0,120,2019,1,510
12,1200013,5,0.0,0.0,120,2019,1,510
12,1200013,6,2.0,0.0,120,2019,1,510
12,1200013,7,1.0,1.0,120,2019,1,510
12,1200013,8,0.0,0.0,120,2019,1,510
12,1200013,9,0.0,0.0,120,2019,1,510
12,1200013,10,0.0,1.0,120,2019,1,510
12,1200013,11,0.0,0.0,120,2019,1,510
12,1200013,12,0.0,0.0,120,2019,1,510
12,1200013,13,2.0,1.0,120,2019,1,510
12,1200013,14,0.0,0.0,120,2019,1,510
12,1200013,15,0.0,0.0,120,2019,1,510
12,1200013,16,0.0,0.0,120,2019,1,510
12,1200013,17,0.0,0.0,120,2019,1,510
12,1200014,0,0.0,1.0,120,2019,1,510
12,1200014,1,0.0,0.0,120,2019,1,510
12,1200014,2,0.0,0.0,120,2019,1,510
12,1200014,3,0.0,0.0,120,2019,1,510
12,1200014,4,0.0,0.0,120,2019,1,510
12,1200014,5,0.0,0.0,120,2019,1,510
12,1200014,6,0.0,1.0,120,2019,1,510
12,1200014,7,0.0,1.0,120,2019,1,510
12,1200014,8,0.0,2.0,120,2019,1,510
12,1200014,9,0.0,0.0,120,2019,1,510
12,1200014,10,0.0,0.0,120,2019,1,510
12,1200014,11,0.0,0.0,120,2019,1,510
12,1200014,12,0.0,0.0,120,2019,1,510
12,1200014,13,1.0,3.0,120,2019,1,510
12,1200014,14,0.0,1.0,120,2019,1,510
12,1200014,15,0.0,0.0,120,2019,1,510
12,1200014,16,0.0,0.0,120,2019,1,510
12,1200014,17,1.0,0.0,120,2019,1,510
12,1200015,0,0.0,1.0,120,2019,1,340
12,1200015,1,0.0,0.0,120,2019,1,340
12,1200015,2,1.0,0.0,120,2019,1,340
12,1200015,3,0.0,0.0,120,2019,1,340
12,1200015,4,2.0,1.0,120,2019,1,340
12,1200015,5,2.0,0.0,120,2019,1,340
12,1200015,6,1.0,0.0,120,2019,1,340
12,1200015,7,2.0,3.0,120,2019,1,340
12,1200015,8,0.0,0.0,120,2019,1,340
12,1200015,9,1.0,2.0,120,2019,1,340
12,1200015,10,1.0,1.0,120,2019,1,340
12,1200015,11,2.0,1.0,120,2019,1,340
12,1200015,12,0.0,0.0,120,2019,1,340
12,1200015,13,6.0,2.0,120,2019,1,340
12,1200015,14,1.0,0.0,120,2019,1,340
12,1200015,15,0.0,1.0,120,2019,1,340
12,1200015,16,1.0,0.0,120,2019,1,340
12,1200015,17,3.0,1.0,120,2019,1,340
12,1200016,0,1.0,0.0,120,2019,1,250
12,1200016,1,1.0,1.0,120,2019,1,250
12,1200016,2,2.0,1.0,120,2019,1,250
12,1200016,3,1.0,0.0,120,2019,1,250
12,1200016,4,1.0,0.0,120,2019,1,250
12,1200016,5,1.0,1.0,120,2019,1,250
12,1200016,6,3.0,1.0,120,2019,1,250
12,1200016,7,0.0,3.0,120,2019,1,250
12,1200016,8,1.0,1.0,120,2019,1,250
12,1200016,9,1.0,0.0,120,2019,1,250
12,1200016,10,1.0,2.0,120,2019,1,250
12,1200016,11,1.0,0.0,120,2019,1,250
12,1200016,12,0.0,0.0,120,2019,1,250
12,1200016,13,1.0,3.0,120,2019,1,250
12,1200016,14,0.0,2.0,120,2019,1,250
12,1200016,15,0.0,1.0,120,2019,1,250
12,1200016,16,0.0,0.0,120,2019,1,250
12,1200016,17,0.0,0.0,120,2019,1,250
12,1200017,0,2.0,0.0,120,2019,1,340
12,1200017,1,1.0,1.0,120,2019,1,340
12,1200017,2,0.0,2.0,120,2019,1,340
12,1200017,3,0.0,0.0,120,2019,1,340
12,1200017,4,1.0,0.0,120,2019,1,340
12,1200017,5,0.0,1.0,120,2019,1,340
12,1200017,6,1.0,1.0,120,2019,1,340
12,1200017,7,0.0,1.0,120,2019,1,340
12,1200017,8,0.0,1.0,120,2019,1,340
12,1200017,9,0.0,3.0,120,2019,1,340
12,1200017,10,0.0,1.0,120,2019,1,340
12,1200017,11,1.0,0.0,120,2019,1,340
12,1200017,12,0.0,0.0,120,2019,1,340
12,1200017,13,0.0,1.0,120,2019,1,340
12,1200017,14,0.0,1.0,120,2019,1,340
12,1200017,15,1.0,0.0,120,2019,1,340
12,1200017,16,0.0,0.0,120,2019,1,340
12,1200017,17,1.0,0.0,120,2019,1,340
12,1200018,0,0.0,1.0,120,2019,1,340
12,1200018,1,0.0,1.0,120,2019,1,340
12,1200018,2,1.0,0.0,120,2019,1,340
12,1200018,3,1.0,0.0,120,2019,1,340
12,1200018,4,0.0,0.0,120,2019,1,340
12,1200018,5,0.0,0.0,120,2019,1,340
12,1200018,6,1.0,0.0,120,2019,1,340
12,1200018,7,0.0,1.0,120,2019,1,340
12,1200018,8,1.0,0.0,120,2019,1,340
12,1200018,9,2.0,0.0,120,2019,1,340
12,1200018,10,1.0,2.0,120,2019,1,340
12,1200018,11,1.0,0.0,120,2019,1,340
12,1200018,12,0.0,0.0,120,2019,1,340
12,1200018,13,0.0,1.0,120,2019,1,340
12,1200018,14,0.0,0.0,120,2019,1,340
12,1200018,15,0.0,0.0,120,2019,1,340
